TIME;ACC[ROLL];GYRO[ROLL];ANGLE[ROLL];TARGET_ANGLE[ROLL];FRAME_ANGLE[ROLL];POWER[ROLL];ACC[PITCH];GYRO[PITCH];ANGLE[PITCH];TARGET_ANGLE[PITCH];FRAME_ANGLE[PITCH];POWER[PITCH];ACC[YAW];GYRO[YAW];ANGLE[YAW];TARGET_ANGLE[YAW];FRAME_ANGLE[YAW];POWER[YAW];RC_ROLL;RC_PITCH;RC_YAW;RC_CMD;EXT_FC_ROLL;EXT_FC_PITCH;BAT_VOLTAGE;RMS_ERR[ROLL];FREQ[ROLL];RMS_ERR[PITCH];FREQ[PITCH];RMS_ERR[YAW];FREQ[YAW]
02:06:22.247;-82;0;-9.118652;0.0;-7.602539;0;-6;0;-1.1865234;0.0;-1.1425781;0;509;0;8.283691;0.0;0.0;0;;;;;;;0;1;113;1;152;1;209
02:06:22.298;-82;0;-9.118652;0.0;-7.602539;0;-7;0;-1.1865234;0.0;-1.1425781;0;507;0;8.283691;0.0;0.0;0;;;;;;;0;1;110;1;145;1;221
02:06:22.344;-83;0;-9.118652;0.0;-7.602539;0;-5;0;-1.1865234;0.0;-1.1425781;0;507;0;8.283691;0.0;0.0;0;;;;;;;0;1;106;1;138;0;213
02:06:22.400;-83;1;-9.118652;0.0;-7.602539;0;-5;-2;-1.1865234;0.0;-1.1425781;0;511;0;8.283691;0.0;0.0;0;;;;;;;0;1;102;0;140;0;221
02:06:22.450;-83;0;-9.118652;0.0;-7.602539;0;-5;1;-1.1865234;0.0;-1.1425781;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;1;118;1;141;0;219
02:06:22.506;-82;0;-9.118652;0.0;-7.5805664;0;-7;1;-1.1865234;0.0;-1.1425781;0;508;1;8.261719;0.0;0.0;0;;;;;;;0;1;113;1;141;0;218
02:06:22.553;-81;-2;-9.118652;0.0;-7.602539;0;-6;0;-1.1865234;0.0;-1.1425781;0;505;0;8.261719;0.0;0.0;0;;;;;;;0;1;115;1;145;1;228
02:06:22.599;-82;0;-9.118652;0.0;-7.602539;0;-5;3;-1.1865234;0.0;-1.1425781;0;507;0;8.283691;0.0;0.0;0;;;;;;;0;1;135;0;149;1;217
02:06:22.656;-82;0;-9.118652;0.0;-7.602539;0;-9;1;-1.1865234;0.0;-1.1206055;0;505;0;8.283691;0.0;0.0;0;;;;;;;0;2;129;1;147;0;208
02:06:22.703;-82;-2;-9.118652;0.0;-7.602539;0;-4;-4;-1.1865234;0.0;-1.1206055;0;510;2;8.261719;0.0;0.0;0;;;;;;;0;2;128;1;142;0;200
02:06:22.752;-82;1;-9.118652;0.0;-7.602539;0;-7;0;-1.1865234;0.0;-1.1425781;0;506;-3;8.261719;0.0;0.0;0;;;;;;;0;2;128;1;141;1;207
02:06:22.810;-81;0;-9.118652;0.0;-7.602539;0;-4;3;-1.1865234;0.0;-1.1425781;0;508;0;8.261719;0.0;0.0;0;;;;;;;0;1;126;1;147;1;218
02:06:22.861;-83;-1;-9.118652;0.0;-7.602539;0;-6;1;-1.1865234;0.0;-1.1425781;0;507;-1;8.261719;0.0;0.0;0;;;;;;;0;1;133;1;147;0;207
02:06:22.914;-83;-1;-9.118652;0.0;-7.602539;0;-6;-1;-1.1865234;0.0;-1.1206055;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;1;130;1;144;1;196
02:06:22.963;-83;1;-9.118652;0.0;-7.602539;0;-7;0;-1.1865234;0.0;-1.1206055;0;510;-1;8.261719;0.0;0.0;0;;;;;;;0;2;129;1;141;0;194
02:06:23.13;-82;0;-9.118652;0.0;-7.602539;0;-8;-1;-1.1865234;0.0;-1.1206055;0;508;0;8.261719;0.0;0.0;0;;;;;;;0;1;135;1;152;1;191
02:06:23.65;-81;1;-9.118652;0.0;-7.602539;0;-7;-2;-1.1865234;0.0;-1.1206055;0;508;-1;8.261719;0.0;0.0;0;;;;;;;0;1;139;1;151;1;188
02:06:23.113;-80;0;-9.118652;0.0;-7.602539;0;-5;3;-1.1645508;0.0;-1.1206055;0;509;0;8.261719;0.0;0.0;0;;;;;;;0;1;143;1;155;0;183
02:06:23.164;-79;0;-9.118652;0.0;-7.602539;0;-4;-5;-1.1645508;0.0;-1.1206055;0;510;-1;8.261719;0.0;0.0;0;;;;;;;0;1;137;1;152;1;194
02:06:23.220;-82;1;-9.118652;0.0;-7.602539;0;-7;-1;-1.1645508;0.0;-1.1206055;0;508;0;8.261719;0.0;0.0;0;;;;;;;0;2;137;1;158;1;202
02:06:23.269;-84;-1;-9.118652;0.0;-7.602539;0;-7;-2;-1.1645508;0.0;-1.1206055;0;508;1;8.261719;0.0;0.0;0;;;;;;;0;2;130;1;154;1;198
02:06:23.324;-83;0;-9.118652;0.0;-7.602539;0;-6;0;-1.1645508;0.0;-1.1206055;0;505;0;8.261719;0.0;0.0;0;;;;;;;0;1;124;0;148;1;188
02:06:23.375;-82;0;-9.118652;0.0;-7.602539;0;-6;0;-1.1645508;0.0;-1.1206055;0;509;0;8.261719;0.0;0.0;0;;;;;;;0;2;118;1;147;1;187
02:06:23.429;-84;2;-9.118652;0.0;-7.602539;0;-6;-2;-1.1645508;0.0;-1.1206055;0;509;0;8.261719;0.0;0.0;0;;;;;;;0;3;114;1;144;1;186
02:06:23.478;-82;1;-9.118652;0.0;-7.602539;0;-7;-3;-1.1645508;0.0;-1.1206055;0;509;1;8.261719;0.0;0.0;0;;;;;;;0;1;109;1;143;1;193
02:06:23.525;-82;2;-9.118652;0.0;-7.602539;0;-5;4;-1.1645508;0.0;-1.1206055;0;506;0;8.261719;0.0;0.0;0;;;;;;;0;1;108;1;140;1;194
02:06:23.583;-80;1;-9.118652;0.0;-7.602539;0;-5;1;-1.1645508;0.0;-1.0986328;0;508;-1;8.261719;0.0;0.0;0;;;;;;;0;1;112;0;146;1;194
02:06:23.630;-84;0;-9.118652;0.0;-7.602539;0;-5;0;-1.1645508;0.0;-1.0986328;0;505;-1;8.261719;0.0;0.0;0;;;;;;;0;1;110;0;148;0;184
02:06:23.687;-81;1;-9.118652;0.0;-7.602539;0;-8;2;-1.1645508;0.0;-1.0986328;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;1;116;1;154;1;203
02:06:23.735;-82;2;-9.118652;0.0;-7.602539;0;-6;2;-1.1645508;0.0;-1.0986328;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;2;125;1;167;1;195
02:06:23.783;-82;2;-9.118652;0.0;-7.602539;0;-6;1;-1.1645508;0.0;-1.0986328;0;506;0;8.261719;0.0;0.0;0;;;;;;;0;1;131;1;168;1;192
02:06:23.837;-81;0;-9.118652;0.0;-7.602539;0;-7;-4;-1.1645508;0.0;-1.0986328;0;506;2;8.261719;0.0;0.0;0;;;;;;;0;1;126;1;171;1;202
02:06:23.887;-85;1;-9.118652;0.0;-7.602539;0;-8;-4;-1.1645508;0.0;-1.0986328;0;507;-2;8.261719;0.0;0.0;0;;;;;;;0;1;120;1;164;0;191
02:06:23.943;-80;2;-9.118652;0.0;-7.602539;0;-8;-1;-1.1645508;0.0;-1.0986328;0;511;0;8.261719;0.0;0.0;0;;;;;;;0;1;115;1;158;1;196
02:06:23.992;-81;-1;-9.118652;0.0;-7.602539;0;-6;3;-1.1645508;0.0;-1.0986328;0;508;-1;8.261719;0.0;0.0;0;;;;;;;0;2;110;1;150;1;198
02:06:24.42;-83;1;-9.118652;0.0;-7.602539;0;-6;-2;-1.1645508;0.0;-1.0986328;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;2;106;1;143;1;210
02:06:24.95;-82;0;-9.118652;0.0;-7.602539;0;-6;-1;-1.1425781;0.0;-1.0986328;0;505;-1;8.261719;0.0;0.0;0;;;;;;;0;2;110;1;135;0;208
02:06:24.143;-82;0;-9.118652;0.0;-7.602539;0;-4;0;-1.1425781;0.0;-1.0986328;0;506;-2;8.261719;0.0;0.0;0;;;;;;;0;2;116;1;135;1;218
02:06:24.198;-82;-1;-9.118652;0.0;-7.602539;0;-7;0;-1.1425781;0.0;-1.0986328;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;4;112;2;129;1;205
02:06:24.247;-81;-1;-9.118652;0.0;-7.602539;0;-5;5;-1.1425781;0.0;-1.0986328;0;508;-1;8.261719;0.0;0.0;0;;;;;;;0;3;108;1;124;0;207
02:06:24.304;-83;0;-9.118652;0.0;-7.602539;0;-7;2;-1.1425781;0.0;-1.0986328;0;506;0;8.261719;0.0;0.0;0;;;;;;;0;5;105;3;118;1;200
02:06:24.354;-82;0;-9.118652;0.0;-7.602539;0;-6;2;-1.1425781;0.0;-1.0986328;0;505;-1;8.261719;0.0;0.0;0;;;;;;;0;4;101;2;113;0;191
02:06:24.402;-82;0;-9.118652;0.0;-7.602539;0;-8;-5;-1.1425781;0.0;-1.0986328;0;511;1;8.261719;0.0;0.0;0;;;;;;;0;2;98;2;113;0;208
02:06:24.459;-84;1;-9.118652;0.0;-7.602539;0;-8;0;-1.1425781;0.0;-1.0986328;0;509;-1;8.261719;0.0;0.0;0;;;;;;;0;2;96;1;109;1;215
02:06:24.506;-82;0;-9.118652;0.0;-7.602539;0;-6;2;-1.1425781;0.0;-1.0986328;0;508;0;8.261719;0.0;0.0;0;;;;;;;0;1;98;1;106;0;225
02:06:24.553;-82;0;-9.118652;0.0;-7.602539;0;-6;0;-1.1425781;0.0;-1.0766602;0;509;1;8.261719;0.0;0.0;0;;;;;;;0;1;102;0;102;1;213
02:06:24.611;-83;2;-9.118652;0.0;-7.602539;0;-5;-5;-1.1425781;0.0;-1.0766602;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;1;99;1;123;1;211
02:06:24.660;-85;3;-9.118652;0.0;-7.602539;0;-5;-3;-1.1425781;0.0;-1.0986328;0;506;1;8.261719;0.0;0.0;0;;;;;;;0;2;97;1;118;0;205
02:06:24.714;-81;0;-9.118652;0.0;-7.602539;0;-5;0;-1.1425781;0.0;-1.0766602;0;508;1;8.261719;0.0;0.0;0;;;;;;;0;6;95;3;113;1;204
02:06:24.762;-83;2;-9.118652;0.0;-7.602539;0;-7;-10;-1.1425781;0.0;-1.0986328;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;5;92;3;109;1;204
02:06:24.819;-83;3;-9.118652;0.0;-7.602539;0;-6;-2;-1.1425781;0.0;-1.0766602;0;505;1;8.261719;0.0;0.0;0;;;;;;;0;4;91;2;106;1;191
02:06:24.867;-83;-1;-9.118652;0.0;-7.602539;0;-7;0;-1.1425781;0.0;-1.0766602;0;508;-1;8.261719;0.0;0.0;0;;;;;;;0;2;89;1;105;1;183
02:06:24.915;-82;2;-9.118652;0.0;-7.602539;0;-8;-6;-1.1425781;0.0;-1.0766602;0;508;1;8.261719;0.0;0.0;0;;;;;;;0;2;87;1;106;0;191
02:06:24.973;-85;-2;-9.118652;0.0;-7.602539;0;-7;0;-1.1206055;0.0;-1.0766602;0;504;0;8.261719;0.0;0.0;0;;;;;;;0;3;85;2;105;1;189
02:06:25.21;-82;0;-9.118652;0.0;-7.602539;0;-5;-4;-1.1206055;0.0;-1.0766602;0;509;1;8.261719;0.0;0.0;0;;;;;;;0;2;83;1;108;0;196
02:06:25.78;-82;0;-9.118652;0.0;-7.602539;0;-4;0;-1.1206055;0.0;-1.0766602;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;1;90;1;113;0;200
02:06:25.125;-82;-1;-9.118652;0.0;-7.602539;0;-5;0;-1.1206055;0.0;-1.0766602;0;507;-1;8.261719;0.0;0.0;0;;;;;;;0;1;95;0;121;0;199
02:06:25.174;-82;-2;-9.118652;0.0;-7.602539;0;-6;3;-1.1206055;0.0;-1.0766602;0;509;0;8.261719;0.0;0.0;0;;;;;;;0;2;104;1;121;1;197
02:06:25.226;-83;0;-9.118652;0.0;-7.602539;0;-7;-1;-1.1206055;0.0;-1.0766602;0;507;1;8.261719;0.0;0.0;0;;;;;;;0;4;100;2;114;1;188
02:06:25.274;-81;0;-9.118652;0.0;-7.602539;0;-5;-1;-1.1206055;0.0;-1.0766602;0;507;-1;8.261719;0.0;0.0;0;;;;;;;0;2;98;1;110;1;188
02:06:25.326;-83;2;-9.118652;0.0;-7.602539;0;-7;-2;-1.1206055;0.0;-1.0546875;0;507;1;8.261719;0.0;0.0;0;;;;;;;0;2;97;1;107;1;185
02:06:25.381;-83;1;-9.118652;0.0;-7.602539;0;-6;-1;-1.1206055;0.0;-1.0766602;0;508;0;8.261719;0.0;0.0;0;;;;;;;0;2;95;1;103;1;182
02:06:25.429;-83;0;-9.118652;0.0;-7.602539;0;-4;-1;-1.1206055;0.0;-1.0546875;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;2;95;1;100;0;192
02:06:25.485;-83;-1;-9.118652;0.0;-7.602539;0;-6;0;-1.1206055;0.0;-1.0546875;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;2;93;1;110;1;215
02:06:25.537;-84;2;-9.118652;0.0;-7.602539;0;-5;-2;-1.1206055;0.0;-1.0546875;0;505;-2;8.261719;0.0;0.0;0;;;;;;;0;1;105;1;108;0;201
02:06:25.583;-83;0;-9.118652;0.0;-7.602539;0;-5;3;-1.1206055;0.0;-1.0546875;0;506;-1;8.261719;0.0;0.0;0;;;;;;;0;1;109;1;110;1;197
02:06:25.638;-83;0;-9.118652;0.0;-7.602539;0;-6;-1;-1.1206055;0.0;-1.0546875;0;506;0;8.261719;0.0;0.0;0;;;;;;;0;2;106;1;110;1;197
02:06:25.684;-82;-1;-9.118652;0.0;-7.602539;0;-5;-4;-1.1206055;0.0;-1.0546875;0;511;-2;8.261719;0.0;0.0;0;;;;;;;0;2;103;2;108;1;200
02:06:25.740;-84;1;-9.118652;0.0;-7.6245117;0;-5;2;-1.1206055;0.0;-1.0546875;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;2;100;1;108;1;190
02:06:25.788;-84;0;-9.118652;0.0;-7.6245117;0;-6;-4;-1.1206055;0.0;-1.0546875;0;507;0;8.261719;0.0;0.0;0;;;;;;;0;3;98;2;116;1;190
02:06:25.836;-81;-6;-9.140625;0.0;-7.6245117;0;-6;7;-1.1206055;0.0;-1.0546875;0;508;-2;8.261719;0.0;0.0;0;;;;;;;0;5;96;3;112;1;181
02:06:25.893;-84;-1;-9.140625;0.0;-7.6245117;0;-7;1;-1.0986328;0.0;-1.0546875;0;509;0;8.261719;0.0;0.0;0;;;;;;;0;4;93;2;108;1;177
02:06:25.942;-81;0;-9.140625;0.0;-7.6245117;0;-6;-2;-1.0986328;0.0;-1.0546875;0;508;-1;8.261719;0.0;0.0;0;;;;;;;0;2;92;1;104;1;164
02:06:25.990;-81;0;-9.140625;0.0;-7.6245117;0;-7;-3;-1.0986328;0.0;-1.0546875;0;504;0;8.261719;0.0;0.0;0;;;;;;;0;3;90;2;102;1;168
02:06:26.36;-82;5;-9.140625;0.0;-7.6245117;0;-6;-2;-1.0986328;0.0;-1.0546875;0;508;0;8.261719;0.0;0.0;0;;;;;;;0;4;87;2;100;0;164
02:06:26.99;-82;0;-9.140625;0.0;-7.6245117;0;-7;-1;-1.0986328;0.0;-1.0546875;0;506;1;8.261719;0.0;0.0;0;;;;;;;0;2;89;1;98;0;176
02:06:26.145;-81;0;-9.140625;0.0;-7.6245117;0;-8;-4;-1.0986328;0.0;-1.0546875;0;505;0;8.261719;0.0;0.0;0;;;;;;;0;2;87;1;96;1;174
02:06:26.202;-81;0;-9.140625;0.0;-7.6245117;0;-6;0;-1.0986328;0.0;-1.0546875;0;506;1;8.261719;0.0;0.0;0;;;;;;;0;1;86;1;99;0;171
02:06:26.249;-82;-2;-9.140625;0.0;-7.6245117;0;-5;2;-1.0986328;0.0;-1.0546875;0;505;0;8.261719;0.0;0.0;0;;;;;;;0;1;89;1;114;0;191
02:06:26.299;-82;0;-9.140625;0.0;-7.6245117;0;-6;2;-1.0986328;0.0;-1.0546875;0;507;0;8.239746;0.0;0.0;0;;;;;;;0;1;100;1;125;0;217
02:06:26.353;-82;0;-9.140625;0.0;-7.6245117;0;-8;0;-1.0986328;0.0;-1.0546875;0;507;2;8.239746;0.0;0.0;0;;;;;;;0;1;97;0;123;1;228
02:06:26.400;-81;0;-9.140625;0.0;-7.6245117;0;-7;1;-1.0986328;0.0;-1.0546875;0;504;-1;8.239746;0.0;0.0;0;;;;;;;0;1;100;1;125;0;228
02:06:26.456;-82;-1;-9.140625;0.0;-7.6245117;0;-4;1;-1.0986328;0.0;-1.0546875;0;505;0;8.239746;0.0;0.0;0;;;;;;;0;1;97;1;133;0;223
02:06:26.503;-81;1;-9.140625;0.0;-7.6245117;0;-8;-2;-1.0986328;0.0;-1.0327148;0;509;0;8.239746;0.0;0.0;0;;;;;;;0;2;98;1;128;0;229
02:06:26.553;-81;-1;-9.140625;0.0;-7.6464844;0;-5;1;-1.0986328;0.0;-1.0546875;0;507;0;8.239746;0.0;0.0;0;;;;;;;0;2;103;1;126;1;235
02:06:26.610;-83;-2;-9.140625;0.0;-7.6464844;0;-5;6;-1.0986328;0.0;-1.0546875;0;511;0;8.239746;0.0;0.0;0;;;;;;;0;3;106;2;128;0;220
02:06:26.660;-83;3;-9.140625;0.0;-7.6904297;0;-6;-7;-1.0986328;0.0;-1.0766602;0;509;1;8.239746;0.0;0.0;0;;;;;;;0;2;102;1;122;0;221
02:06:26.715;-85;0;-9.140625;0.0;-8.393555;0;-6;3;-1.0766602;0.0;-1.3183594;0;508;1;8.239746;0.0;0.0;0;;;;;;;0;3;99;2;117;1;224
02:06:26.763;-83;-13;-9.140625;0.0;-8.76709;0;-4;20;-1.0766602;0.0;-1.40625;0;507;0;8.239746;0.0;0.0;0;;;;;;;0;2;97;1;112;0;214
02:06:26.812;-83;-4;-9.074707;0.0;-9.008789;0;-9;13;-1.0546875;0.0;-1.472168;0;506;0;8.217773;0.0;0.0;0;;;;;;;0;50;94;32;109;18;213
02:06:26.868;-82;-8;-9.074707;0.0;-9.030762;0;-8;17;-1.0546875;0.0;-1.472168;0;506;0;8.239746;0.0;0.0;0;;;;;;;0;16;93;10;107;7;208
02:06:26.915;-90;-5;-9.074707;0.0;-9.008789;0;-7;11;-1.0327148;0.0;-1.4282227;0;506;-1;8.261719;0.0;0.0;0;;;;;;;0;10;90;6;102;4;202
02:06:26.973;-80;1;-9.052734;0.0;-8.85498;0;-6;2;-1.0327148;0.0;-1.3842773;0;509;1;8.261719;0.0;0.0;0;;;;;;;0;6;87;4;98;3;197
02:06:27.21;-81;0;-9.052734;0.0;-8.76709;0;-8;-1;-1.0327148;0.0;-1.3623047;0;512;-1;8.261719;0.0;0.0;0;;;;;;;0;2;89;1;94;1;188
02:06:27.77;-81;6;-9.074707;0.0;-8.723145;0;-6;-8;-1.0327148;0.0;-1.3842773;0;508;0;8.261719;0.0;0.0;0;;;;;;;0;1;92;1;93;0;180
02:06:27.125;-81;1;-9.09668;0.0;-8.745117;0;-5;-2;-1.0546875;0.0;-1.3842773;0;510;0;8.261719;0.0;0.0;0;;;;;;;0;2;91;1;92;0;215
02:06:27.174;-82;3;-9.09668;0.0;-8.76709;0;-5;-8;-1.0546875;0.0;-1.4282227;0;506;-2;8.261719;0.0;0.0;0;;;;;;;0;2;97;1;99;1;206
02:06:27.226;-83;0;-9.118652;0.0;-8.657227;0;-6;0;-1.0546875;0.0;-1.40625;0;506;-1;8.261719;0.0;0.0;0;;;;;;;0;2;98;1;100;1;221
02:06:27.282;-81;0;-9.118652;0.0;-8.481445;0;-7;0;-1.0546875;0.0;-1.3623047;0;509;1;8.239746;0.0;0.0;0;;;;;;;0;1;106;1;102;1;206
02:06:27.331;-83;3;-9.118652;0.0;-8.503418;0;-4;-5;-1.0546875;0.0;-1.340332;0;509;0;8.239746;0.0;0.0;0;;;;;;;0;2;103;1;102;1;204
02:06:27.379;-79;-1;-9.118652;0.0;-8.525391;0;-7;11;-1.0546875;0.0;-1.340332;0;508;0;8.239746;0.0;0.0;0;;;;;;;0;3;101;2;100;1;190
02:06:27.428;-82;-2;-9.118652;0.0;-8.525391;0;-6;0;-1.0546875;0.0;-1.340332;0;504;-1;8.239746;0.0;0.0;0;;;;;;;0;4;97;2;97;1;182
02:06:27.484;-83;0;-9.118652;0.0;-8.525391;0;-5;1;-1.0546875;0.0;-1.340332;0;507;1;8.239746;0.0;0.0;0;;;;;;;0;2;97;1;100;1;203
02:06:27.532;-81;0;-9.118652;0.0;-8.503418;0;-5;0;-1.0546875;0.0;-1.340332;0;508;0;8.239746;0.0;0.0;0;;;;;;;0;2;96;1;114;0;199
02:06:27.579;-84;0;-9.118652;0.0;-8.503418;0;-5;-4;-1.0546875;0.0;-1.340332;0;511;0;8.239746;0.0;0.0;0;;;;;;;0;2;93;1;123;1;192
02:06:27.636;-81;1;-9.118652;0.0;-8.503418;0;-7;0;-1.0546875;0.0;-1.340332;0;507;0;8.239746;0.0;0.0;0;;;;;;;0;1;97;1;142;0;195
02:06:27.685;-82;0;-9.118652;0.0;-8.503418;0;-5;2;-1.0546875;0.0;-1.340332;0;508;0;8.239746;0.0;0.0;0;;;;;;;0;2;98;0;164;0;203
02:06:27.734;-81;-1;-9.118652;0.0;-8.503418;0;-5;0;-1.0546875;0.0;-1.340332;0;508;0;8.239746;0.0;0.0;0;;;;;;;0;2;95;1;166;0;226
02:06:27.789;-81;0;-9.118652;0.0;-8.525391;0;-5;0;-1.0546875;0.0;-1.340332;0;505;0;8.239746;0.0;0.0;0;;;;;;;0;5;91;2;158;1;208
02:06:27.835;-82;1;-9.118652;0.0;-8.503418;0;-5;0;-1.0327148;0.0;-1.340332;0;506;3;8.239746;0.0;0.0;0;;;;;;;0;4;90;2;149;0;217
02:06:27.884;-84;2;-9.118652;0.0;-8.503418;0;-8;-1;-1.0327148;0.0;-1.340332;0;505;0;8.239746;0.0;0.0;0;;;;;;;0;6;87;3;140;1;219
02:06:27.940;-82;0;-9.118652;0.0;-8.525391;0;-7;7;-1.0327148;0.0;-1.340332;0;509;0;8.239746;0.0;0.0;0;;;;;;;0;5;86;3;133;1;203
02:06:27.988;-79;2;-9.118652;0.0;-8.525391;0;-6;-3;-1.0327148;0.0;-1.340332;0;511;-2;8.239746;0.0;0.0;0;;;;;;;0;3;84;2;127;1;193
02:06:28.36;-84;-1;-9.118652;0.0;-8.525391;0;-6;1;-1.0327148;0.0;-1.340332;0;507;0;8.239746;0.0;0.0;0;;;;;;;0;2;84;1;122;1;192
02:06:28.87;-83;-1;-9.118652;0.0;-8.503418;0;-6;0;-1.0327148;0.0;-1.340332;0;510;1;8.239746;0.0;0.0;0;;;;;;;0;1;92;1;122;1;182
02:06:28.143;-82;-1;-9.118652;0.0;-8.503418;0;-6;3;-1.0327148;0.0;-1.340332;0;508;0;8.239746;0.0;0.0;0;;;;;;;0;2;90;1;124;0;189
02:06:28.191;-84;2;-9.118652;0.0;-8.503418;0;-4;-1;-1.0327148;0.0;-1.340332;0;507;-2;8.239746;0.0;0.0;0;;;;;;;0;2;89;2;119;0;206
02:06:28.248;-83;2;-9.118652;0.0;-8.481445;0;-6;1;-1.0327148;0.0;-1.340332;0;506;0;8.239746;0.0;0.0;0;;;;;;;0;2;88;1;113;1;201
02:06:28.297;-80;0;-9.118652;0.0;-8.481445;0;-5;-2;-1.0327148;0.0;-1.340332;0;506;-1;8.239746;0.0;0.0;0;;;;;;;0;1;86;1;114;0;199
02:06:28.343;-85;0;-9.118652;0.0;-8.481445;0;-7;-2;-1.0327148;0.0;-1.340332;0;506;1;8.239746;0.0;0.0;0;;;;;;;0;2;89;1;136;1;191
02:06:28.400;-81;2;-9.118652;0.0;-8.481445;0;-6;1;-1.0327148;0.0;-1.340332;0;507;0;8.239746;0.0;0.0;0;;;;;;;0;1;101;1;140;0;196
02:06:28.448;-83;0;-9.118652;0.0;-8.481445;0;-6;4;-1.0327148;0.0;-1.340332;0;507;0;8.239746;0.0;0.0;0;;;;;;;0;1;101;1;142;0;204
02:06:28.505;-82;0;-9.118652;0.0;-8.503418;0;-9;0;-1.0327148;0.0;-1.340332;0;506;-1;8.239746;0.0;0.0;0;;;;;;;0;1;111;1;153;0;196
02:06:28.553;-83;-1;-9.118652;0.0;-8.481445;0;-5;2;-1.0327148;0.0;-1.340332;0;506;0;8.239746;0.0;0.0;0;;;;;;;0;2;109;1;145;1;205
02:06:28.601;-82;-1;-9.118652;0.0;-8.503418;0;-5;0;-1.0327148;0.0;-1.340332;0;509;0;8.239746;0.0;0.0;0;;;;;;;0;1;123;1;149;0;203
02:06:28.657;-83;0;-9.118652;0.0;-8.503418;0;-7;0;-1.0327148;0.0;-1.340332;0;503;0;8.239746;0.0;0.0;0;;;;;;;0;1;133;1;157;1;199
02:06:28.705;-82;0;-9.118652;0.0;-8.503418;0;-4;0;-1.0327148;0.0;-1.340332;0;508;-2;8.239746;0.0;0.0;0;;;;;;;0;1;131;0;158;1;226
02:06:28.761;-81;-3;-9.140625;0.0;-8.503418;0;-7;0;-1.0327148;0.0;-1.340332;0;508;-1;8.239746;0.0;0.0;0;;;;;;;0;1;136;0;152;1;219
02:06:28.809;-85;-1;-9.140625;0.0;-8.503418;0;-8;2;-1.0327148;0.0;-1.340332;0;509;1;8.239746;0.0;0.0;0;;;;;;;0;1;137;1;157;0;231
02:06:28.858;-81;0;-9.140625;0.0;-8.503418;0;-4;-3;-1.0327148;0.0;-1.340332;0;505;1;8.239746;0.0;0.0;0;;;;;;;0;1;144;1;155;1;223
02:06:28.914;-81;0;-9.140625;0.0;-8.481445;0;-4;-1;-1.0327148;0.0;-1.340332;0;509;1;8.239746;0.0;0.0;0;;;;;;;0;1;146;1;155;1;217
02:06:28.964;-84;1;-9.140625;0.0;-8.459473;0;-7;-2;-1.0327148;0.0;-1.340332;0;506;0;8.239746;0.0;0.0;0;;;;;;;0;1;141;1;148;0;208
02:06:29.10;-81;0;-9.140625;0.0;-8.459473;0;-5;1;-1.0107422;0.0;-1.340332;0;506;0;8.239746;0.0;0.0;0;;;;;;;0;2;134;1;141;1;213
02:06:29.64;-82;0;-9.140625;0.0;-8.481445;0;-5;2;-1.0107422;0.0;-1.340332;0;508;0;8.239746;0.0;0.0;0;;;;;;;0;1;134;1;143;1;206
02:06:29.114;-83;-2;-9.140625;0.0;-8.481445;0;-7;1;-1.0107422;0.0;-1.340332;0;505;0;8.217773;0.0;0.0;0;;;;;;;0;2;139;0;142;1;203
02:06:29.163;-82;0;-9.140625;0.0;-8.503418;0;-6;0;-1.0107422;0.0;-1.340332;0;507;1;8.217773;0.0;0.0;0;;;;;;;0;2;131;1;137;1;207
02:06:29.219;-84;0;-9.140625;0.0;-8.503418;0;-5;0;-1.0107422;0.0;-1.340332;0;510;-1;8.217773;0.0;0.0;0;;;;;;;0;1;130;0;158;1;202
02:06:29.268;-83;1;-9.140625;0.0;-8.503418;0;-6;-1;-1.0107422;0.0;-1.340332;0;508;0;8.217773;0.0;0.0;0;;;;;;;0;1;134;1;166;1;195
02:06:29.323;-81;3;-9.140625;0.0;-8.503418;0;-5;-4;-1.0107422;0.0;-1.340332;0;506;0;8.217773;0.0;0.0;0;;;;;;;0;1;137;1;170;1;189
02:06:29.372;-83;0;-9.140625;0.0;-8.503418;0;-4;0;-1.0107422;0.0;-1.340332;0;508;0;8.217773;0.0;0.0;0;;;;;;;0;2;130;1;172;1;188
02:06:29.418;-84;0;-9.140625;0.0;-8.503418;0;-6;2;-1.0107422;0.0;-1.340332;0;508;0;8.217773;0.0;0.0;0;;;;;;;0;2;123;1;166;1;178
02:06:29.466;-81;0;-9.140625;0.0;-8.503418;0;-5;-2;-1.0107422;0.0;-1.340332;0;510;-1;8.217773;0.0;0.0;0;;;;;;;0;1;119;1;159;1;193
