TIME;ACC[ROLL];GYRO[ROLL];ANGLE[ROLL];TARGET_ANGLE[ROLL];FRAME_ANGLE[ROLL];POWER[ROLL];ACC[PITCH];GYRO[PITCH];ANGLE[PITCH];TARGET_ANGLE[PITCH];FRAME_ANGLE[PITCH];POWER[PITCH];ACC[YAW];GYRO[YAW];ANGLE[YAW];TARGET_ANGLE[YAW];FRAME_ANGLE[YAW];POWER[YAW];RC_ROLL;RC_PITCH;RC_YAW;RC_CMD;EXT_FC_ROLL;EXT_FC_PITCH;BAT_VOLTAGE;RMS_ERR[ROLL];FREQ[ROLL];RMS_ERR[PITCH];FREQ[PITCH];RMS_ERR[YAW];FREQ[YAW]
02:06:50.835;4;3;-0.3076172;0.0;3.0981445;0;0;15;-0.9448242;0.0;0.9667969;0;511;-45;-34.65088;-30.981445;0.0;0;;;;;;;0;4;69;1;110;64;79
02:06:50.892;1;11;-0.28564453;0.0;3.0981445;0;-1;-11;-0.98876953;0.0;0.9448242;0;512;-6;-34.782715;-30.981445;0.0;0;;;;;;;0;5;68;1;111;32;79
02:06:50.942;0;8;-0.32958984;0.0;3.0541992;0;1;-23;-1.0107422;0.0;0.92285156;0;511;0;-34.782715;-30.981445;0.0;0;;;;;;;0;2;66;1;112;10;79
02:06:50.996;1;9;-0.37353516;0.0;3.010254;0;0;7;-1.0327148;0.0;0.87890625;0;511;0;-34.782715;-30.981445;0.0;0;;;;;;;0;3;73;0;129;4;77
02:06:51.45;3;11;-0.3515625;0.0;3.0322266;0;2;-10;-1.0546875;0.0;0.8569336;0;509;2;-34.782715;-30.981445;0.0;0;;;;;;;0;3;71;0;159;1;79
02:06:51.91;3;9;-0.3955078;0.0;2.9882812;0;1;-46;-1.0986328;0.0;0.8129883;0;511;4;-34.782715;-30.981445;0.0;0;;;;;;;0;4;69;1;190;1;99
02:06:51.146;-1;9;-0.5493164;0.0;2.8344727;0;1;-14;-1.1425781;0.0;0.7470703;0;509;-2;-34.782715;-30.981445;0.0;0;;;;;;;0;11;69;1;182;1;99
02:06:51.194;1;12;-0.52734375;0.0;2.8344727;0;2;-15;-1.1645508;0.0;0.72509766;0;510;1;-34.782715;-30.981445;0.0;0;;;;;;;0;8;69;1;176;1;95
02:06:51.242;0;12;-0.5932617;0.0;2.7685547;0;1;4;-1.2084961;0.0;0.68115234;0;510;5;-34.782715;-30.981445;0.0;0;;;;;;;0;9;67;1;171;1;107
02:06:51.300;0;12;-0.63720703;0.0;2.746582;0;2;-6;-1.2524414;0.0;0.63720703;0;514;0;-34.782715;-30.981445;0.0;0;;;;;;;0;10;66;1;169;1;103
02:06:51.347;-2;11;-0.6591797;0.0;2.7246094;0;-1;2;-1.2744141;0.0;0.5932617;0;510;-2;-34.782715;-30.981445;0.0;0;;;;;;;0;5;64;0;170;2;100
02:06:51.395;0;9;-0.5932617;0.0;2.7905273;0;2;21;-1.2963867;0.0;0.5932617;0;511;-4;-34.804688;-30.981445;0.0;0;;;;;;;0;4;64;1;177;1;106
02:06:51.453;0;10;-0.5932617;0.0;2.7905273;0;-1;11;-1.340332;0.0;0.5493164;0;508;-4;-34.804688;-30.981445;0.0;0;;;;;;;0;10;63;1;172;1;105
02:06:51.501;-1;12;-0.5493164;0.0;2.8344727;0;1;0;-1.3623047;0.0;0.5493164;0;504;1;-34.82666;-30.981445;0.0;0;;;;;;;0;10;61;1;173;1;111
02:06:51.548;-1;11;-0.5493164;0.0;2.8344727;0;1;-2;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.598;-1;11;-0.5493164;0.0;2.8344727;0;1;-23;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.654;-1;13;-0.5493164;0.0;2.8344727;0;1;-23;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.700;-1;9;-0.5493164;0.0;2.8344727;0;1;9;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.757;-1;11;-0.5493164;0.0;2.8344727;0;1;15;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.804;-1;14;-0.5493164;0.0;2.8344727;0;1;-32;-1.3623047;0.0;0.5493164;0;504;1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.852;-1;14;-0.5493164;0.0;2.8344727;0;1;-14;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.908;-1;14;-0.5493164;0.0;2.8344727;0;1;-12;-1.3623047;0.0;0.5493164;0;504;-6;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:51.956;-1;12;-0.5493164;0.0;2.8344727;0;1;-10;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.03;-1;13;-0.5493164;0.0;2.8344727;0;1;-7;-1.3623047;0.0;0.5493164;0;504;4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.61;-1;13;-0.5493164;0.0;2.8344727;0;1;-8;-1.3623047;0.0;0.5493164;0;504;-6;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.107;-1;15;-0.5493164;0.0;2.8344727;0;1;3;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.164;-1;15;-0.5493164;0.0;2.8344727;0;1;0;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.213;-1;13;-0.5493164;0.0;2.8344727;0;1;9;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.259;-1;14;-0.5493164;0.0;2.8344727;0;1;-3;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.316;-1;13;-0.5493164;0.0;2.8344727;0;1;-13;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.363;-1;14;-0.5493164;0.0;2.8344727;0;1;15;-1.3623047;0.0;0.5493164;0;504;-6;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.412;-1;13;-0.5493164;0.0;2.8344727;0;1;-5;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.468;-1;12;-0.5493164;0.0;2.8344727;0;1;0;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.515;-1;13;-0.5493164;0.0;2.8344727;0;1;-1;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.561;-1;16;-0.5493164;0.0;2.8344727;0;1;-2;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.621;-1;14;-0.5493164;0.0;2.8344727;0;1;-1;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.669;-1;17;-0.5493164;0.0;2.8344727;0;1;0;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.725;-1;11;-0.5493164;0.0;2.8344727;0;1;4;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.773;-1;16;-0.5493164;0.0;2.8344727;0;1;-14;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.818;-1;14;-0.5493164;0.0;2.8344727;0;1;5;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.876;-1;15;-0.5493164;0.0;2.8344727;0;1;-14;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.923;-1;13;-0.5493164;0.0;2.8344727;0;1;10;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:52.981;-1;15;-0.5493164;0.0;2.8344727;0;1;-5;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.29;-1;13;-0.5493164;0.0;2.8344727;0;1;-9;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.86;-1;16;-0.5493164;0.0;2.8344727;0;1;1;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.134;-1;14;-0.5493164;0.0;2.8344727;0;1;-3;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.187;-1;15;-0.5493164;0.0;2.8344727;0;1;-1;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.234;-1;14;-0.5493164;0.0;2.8344727;0;1;0;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.281;-1;15;-0.5493164;0.0;2.8344727;0;1;5;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.340;-1;15;-0.5493164;0.0;2.8344727;0;1;-3;-1.3623047;0.0;0.5493164;0;504;-6;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.390;-1;15;-0.5493164;0.0;2.8344727;0;1;-11;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.444;-1;11;-0.5493164;0.0;2.8344727;0;1;5;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.494;-1;14;-0.5493164;0.0;2.8344727;0;1;-1;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.540;-1;14;-0.5493164;0.0;2.8344727;0;1;-2;-1.3623047;0.0;0.5493164;0;504;-8;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.595;-1;11;-0.5493164;0.0;2.8344727;0;1;-4;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.643;-1;12;-0.5493164;0.0;2.8344727;0;1;-5;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.700;-1;15;-0.5493164;0.0;2.8344727;0;1;8;-1.3623047;0.0;0.5493164;0;504;-4;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.747;-1;17;-0.5493164;0.0;2.8344727;0;1;-7;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.804;-1;16;-0.5493164;0.0;2.8344727;0;1;4;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.852;-1;16;-0.5493164;0.0;2.8344727;0;1;-4;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.908;-1;14;-0.5493164;0.0;2.8344727;0;1;-4;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:53.955;-1;14;-0.5493164;0.0;2.8344727;0;1;1;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.03;-1;15;-0.5493164;0.0;2.8344727;0;1;-13;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.60;-1;15;-0.5493164;0.0;2.8344727;0;1;4;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.107;-1;12;-0.5493164;0.0;2.8344727;0;1;-3;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.162;-1;15;-0.5493164;0.0;2.8344727;0;1;-2;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.212;-1;17;-0.5493164;0.0;2.8344727;0;1;-10;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.266;-1;13;-0.5493164;0.0;2.8344727;0;1;3;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.313;-1;13;-0.5493164;0.0;2.8344727;0;1;-5;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.369;-1;13;-0.5493164;0.0;2.8344727;0;1;0;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.420;-1;14;-0.5493164;0.0;2.8344727;0;1;-5;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.467;-1;12;-0.5493164;0.0;2.8344727;0;1;-3;-1.3623047;0.0;0.5493164;0;504;-5;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.522;-1;13;-0.5493164;0.0;2.8344727;0;1;6;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.570;-1;13;-0.5493164;0.0;2.8344727;0;1;-3;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.627;-1;13;-0.5493164;0.0;2.8344727;0;1;-9;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.674;-1;11;-0.5493164;0.0;2.8344727;0;1;2;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.728;-1;15;-0.5493164;0.0;2.8344727;0;1;-1;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.775;-1;13;-0.5493164;0.0;2.8344727;0;1;0;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.836;-1;11;-0.5493164;0.0;2.8344727;0;1;-7;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.882;-1;12;-0.5493164;0.0;2.8344727;0;1;-8;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.930;-1;13;-0.5493164;0.0;2.8344727;0;1;10;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:54.986;-1;11;-0.5493164;0.0;2.8344727;0;1;1;-1.3623047;0.0;0.5493164;0;504;-1;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:55.34;-1;14;-0.5493164;0.0;2.8344727;0;1;-5;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:55.91;-1;12;-0.5493164;0.0;2.8344727;0;1;-2;-1.3623047;0.0;0.5493164;0;504;-3;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:55.137;-1;10;-0.5493164;0.0;2.8344727;0;1;-6;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:55.191;-1;14;-0.5493164;0.0;2.8344727;0;1;2;-1.3623047;0.0;0.5493164;0;504;-2;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:55.240;-1;13;-0.5493164;0.0;2.8344727;0;1;4;-1.3623047;0.0;0.5493164;0;504;0;-34.82666;-30.981445;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:55.459;0;9;0.0;0.0;2.8344727;0;0;5;0.0;0.0;0.5493164;0;511;-1;-34.82666;-34.82666;0.0;0;;;;;;;0;13;61;1;173;1;109
02:06:55.499;0;-2;0.0;0.0;3.383789;0;2;-2;0.0;0.0;1.3623047;0;512;0;-34.82666;-34.82666;0.0;0;;;;;;;0;8;61;6;173;15;108
02:06:55.554;-1;-1;-0.021972656;0.0;3.3398438;0;1;-4;0.0;0.0;1.340332;0;511;2;-34.82666;-34.82666;0.0;0;;;;;;;0;2;60;1;164;3;105
02:06:55.602;2;-2;-0.021972656;0.0;3.317871;0;-1;9;0.0;0.0;1.3183594;0;511;0;-34.82666;-34.82666;0.0;0;;;;;;;0;1;59;1;159;1;102
02:06:55.657;-1;2;-0.021972656;0.0;3.2739258;0;0;-7;0.0;0.0;1.2963867;0;513;2;-34.82666;-34.82666;0.0;0;;;;;;;0;3;61;0;156;0;116
02:06:55.704;1;-3;-0.043945312;0.0;3.2519531;0;0;-2;0.021972656;0.0;1.2744141;0;508;4;-34.804688;-34.82666;0.0;0;;;;;;;0;2;63;0;167;1;145
02:06:55.752;1;2;-0.021972656;0.0;3.2299805;0;0;2;0.021972656;0.0;1.2524414;0;512;1;-34.804688;-34.82666;0.0;0;;;;;;;0;1;69;1;170;1;145
02:06:55.809;-2;0;-0.021972656;0.0;3.2080078;0;0;9;0.021972656;0.0;1.2304688;0;513;0;-34.804688;-34.82666;0.0;0;;;;;;;0;3;75;0;165;1;153
02:06:55.860;2;-3;-0.021972656;0.0;3.2080078;0;1;-2;0.043945312;0.0;1.2304688;0;510;4;-34.804688;-34.82666;0.0;0;;;;;;;0;5;73;1;166;1;146
02:06:55.915;-1;0;-0.043945312;0.0;3.1640625;0;3;-1;0.043945312;0.0;1.2084961;0;513;3;-34.804688;-34.82666;0.0;0;;;;;;;0;2;73;1;162;1;158
02:06:55.963;1;0;-0.043945312;0.0;3.1420898;0;2;-4;0.043945312;0.0;1.2084961;0;509;1;-34.782715;-34.82666;0.0;0;;;;;;;0;2;71;0;174;1;172
02:06:56.13;0;-3;-0.043945312;0.0;3.1201172;0;-3;-5;0.043945312;0.0;1.1865234;0;512;3;-34.782715;-34.82666;0.0;0;;;;;;;0;3;69;1;186;0;209
02:06:56.68;0;-2;-0.043945312;0.0;3.1201172;0;-1;3;0.043945312;0.0;1.1645508;0;513;3;-34.782715;-34.82666;0.0;0;;;;;;;0;3;67;1;189;0;213
02:06:56.116;-2;-5;-0.06591797;0.0;3.0981445;0;-1;-3;0.043945312;0.0;1.1645508;0;513;1;-34.782715;-34.82666;0.0;0;;;;;;;0;3;67;0;198;0;239
02:06:56.172;0;0;-0.06591797;0.0;3.0981445;0;0;-8;0.06591797;0.0;1.1645508;0;513;1;-34.782715;-34.82666;0.0;0;;;;;;;0;3;65;1;195;0;235
02:06:56.219;-3;-4;-0.06591797;0.0;3.0761719;0;0;0;0.06591797;0.0;1.1645508;0;512;1;-34.782715;-34.82666;0.0;0;;;;;;;0;4;65;1;191;1;238
02:06:56.267;0;-1;-0.043945312;0.0;3.0981445;0;0;0;0.06591797;0.0;1.1645508;0;511;1;-34.760742;-34.82666;0.0;0;;;;;;;0;2;63;0;195;1;225
02:06:56.323;-3;-2;-0.06591797;0.0;3.0761719;0;1;1;0.06591797;0.0;1.1645508;0;513;2;-34.760742;-34.82666;0.0;0;;;;;;;0;4;62;1;193;0;208
02:06:56.370;1;-2;-0.06591797;0.0;3.0761719;0;0;12;0.087890625;0.0;1.1645508;0;514;0;-34.760742;-34.82666;0.0;0;;;;;;;0;3;61;0;191;0;222
02:06:56.419;0;-4;-0.043945312;0.0;3.0761719;0;1;-6;0.087890625;0.0;1.1645508;0;509;-2;-34.760742;-34.82666;0.0;0;;;;;;;0;3;60;1;195;0;225
02:06:56.474;1;-1;-0.043945312;0.0;3.0541992;0;0;15;0.087890625;0.0;1.1645508;0;512;0;-34.760742;-34.82666;0.0;0;;;;;;;0;5;60;1;204;1;211
02:06:56.523;-1;0;-0.043945312;0.0;3.0761719;0;2;-7;0.10986328;0.0;1.1645508;0;511;1;-34.73877;-34.82666;0.0;0;;;;;;;0;6;58;0;195;1;199
02:06:56.573;0;-4;-0.021972656;0.0;3.0761719;0;0;19;0.10986328;0.0;1.1645508;0;511;1;-34.73877;-34.82666;0.0;0;;;;;;;0;5;58;0;192;1;207
02:06:56.628;-2;-1;0.0;0.0;3.0761719;0;1;7;0.10986328;0.0;1.1425781;0;515;2;-34.73877;-34.82666;0.0;0;;;;;;;0;7;57;1;198;1;205
02:06:56.676;-2;-2;0.021972656;0.0;3.1420898;0;0;39;0.10986328;0.0;1.1645508;0;510;37;-34.716797;-34.82666;0.0;0;;;;;;;0;6;57;1;196;1;194
02:06:56.734;8;8;0.0;0.0;3.0981445;0;-5;73;0.1538086;0.0;1.1865234;0;512;72;-34.387207;-34.82666;0.0;0;;;;;;;0;23;55;1;186;24;191
02:06:56.780;26;87;-0.3515625;0.0;2.680664;0;-13;-1150;0.26367188;0.0;1.2744141;0;509;1377;-32.277832;-34.82666;0.0;0;;;;;;;0;84;54;8;181;214;186
02:06:56.829;134;-15;-1.0327148;0.0;1.9335938;0;304;230;0.68115234;0.0;1.7358398;0;524;1449;-28.476562;-34.82666;0.0;0;;;;;;;0;609;54;115;172;243;176
02:06:56.885;-45;31;-3.010254;0.0;-0.06591797;0;-43;-128;0.17578125;0.0;1.3842773;0;516;-458;-26.564941;-34.82666;0.0;0;;;;;;;0;532;63;128;161;316;168
02:06:56.935;-34;-782;-2.7685547;0.0;0.17578125;0;50;656;0.32958984;0.0;1.4941406;0;524;206;-26.828613;-34.82666;0.0;0;;;;;;;0;215;62;41;161;282;164
02:06:56.989;-50;-1002;-1.6918945;0.0;1.2524414;0;-5;153;3.4936523;0.0;4.614258;0;496;283;-26.872559;-34.82666;0.0;0;;;;;;;0;284;65;161;156;172;160
02:06:57.38;-45;-1231;-2.9663086;0.0;-0.043945312;0;116;-633;7.0532227;0.0;8.305664;0;542;2822;-25.3125;-34.82666;0.0;0;;;;;;;0;587;77;142;156;123;152
02:06:57.87;-59;-341;-7.7563477;0.0;-5.29541;0;113;-1696;7.5805664;0.0;10.766602;0;586;1743;-14.106445;-34.82666;0.0;0;;;;;;;0;1138;77;296;152;635;152
02:06:57.144;-9;4489;-12.65625;0.0;-10.766602;0;-107;6283;13.161621;0.0;18.720703;0;404;-2259;-9.206543;-34.82666;0.0;0;;;;;;;0;366;76;174;148;920;148
02:06:57.192;-79;2582;-21.445312;0.0;-19.533691;0;14;-2980;6.635742;0.0;13.864746;0;416;2087;-11.843262;-34.82666;0.0;0;;;;;;;0;3274;73;2793;141;696;140
02:06:57.240;-111;-2058;-11.359863;0.0;-9.887695;0;94;-2457;1.7138672;0.0;7.976074;0;810;2790;-3.4277344;-34.82666;0.0;0;;;;;;;0;5526;73;2208;141;1310;140
02:06:57.298;-81;-5535;-5.163574;0.0;-4.1308594;0;70;5087;13.930664;0.0;18.962402;0;580;3563;8.942871;-34.82666;0.0;0;;;;;;;0;4399;71;608;137;1018;136
02:06:57.344;35;-4076;3.7792969;0.0;7.734375;0;113;6250;30.036621;0.0;27.004395;0;351;4700;23.950195;-34.82666;0.0;0;;;;;;;0;2441;69;400;133;712;132
02:06:57.402;84;-2510;6.5039062;0.0;21.00586;0;62;3492;43.76953;0.0;26.916504;0;295;5674;47.021484;-34.82666;0.0;0;;;;;;;0;767;69;449;133;491;128
02:06:57.452;-89;-7616;-13.447266;0.0;-49.96582;0;269;-54;56.975098;0.0;108.69873;0;526;4844;54.162598;-34.82666;0.0;0;;;;;;;0;556;69;856;129;572;128
02:06:57.499;-27;-2464;-1.2304688;0.0;-173.4961;0;-21;-1814;75.36621;0.0;251.98242;0;104;6554;101.711426;-34.82666;0.0;0;;;;;;;0;5421;66;1160;126;7072;125
02:06:57.554;60;2678;3.6694336;0.0;-180.70312;0;-66;-3594;76.48682;0.0;257.60742;0;85;-1382;123.288574;-34.82666;0.0;0;;;;;;;0;7962;65;1499;123;5605;122
02:06:57.602;52;20010;4.8779297;0.0;-182.02148;0;439;-6047;65.32471;0.0;246.8628;0;39;10424;125.74951;-34.82666;0.0;0;;;;;;;0;3506;65;879;123;4496;118
02:06:57.659;-3643;766;-6.789551;0.0;-169.43115;0;-723;32754;65.25879;0.0;242.00684;0;497;-1811;135.6372;-34.82666;0.0;0;;;;;;;0;10779;62;10164;118;8811;115
02:06:57.707;-3143;-5186;-42.231445;0.0;-129.88037;0;75;6505;79.84863;0.0;236.66748;0;2971;7077;122.058105;-34.82666;0.0;0;;;;;;;0;4493;62;11834;112;12227;110
02:06:57.760;2025;11385;-30.432129;0.0;-97.91016;0;358;22096;152.20459;0.0;251.08154;0;-3858;9937;68.24707;-34.82666;0.0;0;;;;;;;0;6944;62;5491;112;9533;107
02:06:57.812;100;1401;-68.90625;0.0;-70.99365;0;-109;6249;300.03662;0.0;280.26123;0;153;27031;-47.768555;-34.82666;0.0;0;;;;;;;0;4940;60;11091;109;5082;105
02:06:57.860;259;-27385;-1.2963867;0.0;-1.9335938;0;-1363;-12186;309.74854;0.0;310.4077;0;213;13874;-20.390625;-34.82666;0.0;0;;;;;;;0;8817;59;11496;106;1604;102
02:06:57.916;37;24590;-12.172852;0.0;-12.436523;0;-1794;32756;338.26904;0.0;338.73047;0;272;26150;-24.257812;-34.82666;0.0;0;;;;;;;0;5118;58;4805;103;9031;100
02:06:57.963;609;-21131;-37.990723;0.0;-38.496094;0;-2414;-1498;329.1504;0.0;333.10547;0;-6;-32760;-17.29248;-34.82666;0.0;0;;;;;;;0;7648;58;11726;103;8414;97
02:06:58.21;-109;-11447;-78.11279;0.0;-84.06738;0;28;23742;306.43066;0.0;366.5039;0;-320;3717;38.759766;-34.82666;0.0;0;;;;;;;0;8415;55;15287;100;15151;97
02:06:58.69;-16;16160;-78.77197;0.0;-81.760254;0;-221;-18443;329.19434;0.0;372.15088;0;-57;2536;23.225098;-34.82666;0.0;0;;;;;;;0;12984;54;5360;98;6255;94
